axis,bucket,descriptor,descriptor_gender,descriptor_preference,noun,plural_noun,noun_gender,noun_phrase,plural_noun_phrase,noun_phrase_type
gender_and_sex,sex,hermaphrodite,(none),no_data,grandpa,grandpas,male,a hermaphrodite grandpa,hermaphrodite grandpas,descriptor_noun
gender_and_sex,sex,hermaphrodite,(none),no_data,grandparent,grandparents,neutral,a hermaphrodite grandparent,hermaphrodite grandparents,descriptor_noun
gender_and_sex,sex,hermaphrodite,(none),no_data,guy,guys,male,a hermaphrodite guy,hermaphrodite guys,descriptor_noun
gender_and_sex,sex,hermaphrodite,(none),no_data,husband,husbands,male,a hermaphrodite husband,hermaphrodite husbands,descriptor_noun
gender_and_sex,sex,hermaphrodite,(none),no_data,individual,individuals,neutral,a hermaphrodite individual,hermaphrodite individuals,descriptor_noun
gender_and_sex,sex,hermaphrodite,(none),no_data,kid,kids,neutral,a hermaphrodite kid,hermaphrodite kids,descriptor_noun
gender_and_sex,sex,hermaphrodite,(none),no_data,lady,ladies,female,a hermaphrodite lady,hermaphrodite ladies,descriptor_noun
gender_and_sex,sex,hermaphrodite,(none),no_data,man,men,male,a hermaphrodite man,hermaphrodite men,descriptor_noun
gender_and_sex,sex,hermaphrodite,(none),no_data,mom,moms,female,a hermaphrodite mom,hermaphrodite moms,descriptor_noun
gender_and_sex,sex,hermaphrodite,(none),no_data,mother,mothers,female,a hermaphrodite mother,hermaphrodite mothers,descriptor_noun
gender_and_sex,sex,hermaphrodite,(none),no_data,parent,parents,neutral,a hermaphrodite parent,hermaphrodite parents,descriptor_noun
gender_and_sex,sex,hermaphrodite,(none),no_data,person,people,neutral,a hermaphrodite person,hermaphrodite people,descriptor_noun
gender_and_sex,sex,hermaphrodite,(none),no_data,sibling,siblings,neutral,a hermaphrodite sibling,hermaphrodite siblings,descriptor_noun
gender_and_sex,sex,hermaphrodite,(none),no_data,sister,sisters,female,a hermaphrodite sister,hermaphrodite sisters,descriptor_noun
gender_and_sex,sex,hermaphrodite,(none),no_data,son,sons,male,a hermaphrodite son,hermaphrodite sons,descriptor_noun
gender_and_sex,sex,hermaphrodite,(none),no_data,spouse,spouses,neutral,a hermaphrodite spouse,hermaphrodite spouses,descriptor_noun
gender_and_sex,sex,hermaphrodite,(none),no_data,veteran,veterans,neutral,a hermaphrodite veteran,hermaphrodite veterans,descriptor_noun
gender_and_sex,sex,hermaphrodite,(none),no_data,wife,wives,female,a hermaphrodite wife,hermaphrodite wives,descriptor_noun
gender_and_sex,sex,hermaphrodite,(none),no_data,woman,women,female,a hermaphrodite woman,hermaphrodite women,descriptor_noun
gender_and_sex,sex,intersex,(none),no_data,(none),(none),(none),intersex,intersex,descriptor
gender_and_sex,sex,intersex,(none),no_data,boy,boys,male,an intersex boy,intersex boys,descriptor_noun
gender_and_sex,sex,intersex,(none),no_data,bro,bros,male,an intersex bro,intersex bros,descriptor_noun
gender_and_sex,sex,intersex,(none),no_data,brother,brothers,male,an intersex brother,intersex brothers,descriptor_noun
gender_and_sex,sex,intersex,(none),no_data,child,children,neutral,an intersex child,intersex children,descriptor_noun
gender_and_sex,sex,intersex,(none),no_data,dad,dads,male,an intersex dad,intersex dads,descriptor_noun
gender_and_sex,sex,intersex,(none),no_data,daughter,daughters,female,an intersex daughter,intersex daughters,descriptor_noun
gender_and_sex,sex,intersex,(none),no_data,father,fathers,male,an intersex father,intersex fathers,descriptor_noun
gender_and_sex,sex,intersex,(none),no_data,girl,girls,female,an intersex girl,intersex girls,descriptor_noun
gender_and_sex,sex,intersex,(none),no_data,grandfather,grandfathers,male,an intersex grandfather,intersex grandfathers,descriptor_noun
gender_and_sex,sex,intersex,(none),no_data,grandma,grandmas,female,an intersex grandma,intersex grandmas,descriptor_noun
gender_and_sex,sex,intersex,(none),no_data,grandmother,grandmothers,female,an intersex grandmother,intersex grandmothers,descriptor_noun
gender_and_sex,sex,intersex,(none),no_data,grandpa,grandpas,male,an intersex grandpa,intersex grandpas,descriptor_noun
gender_and_sex,sex,intersex,(none),no_data,grandparent,grandparents,neutral,an intersex grandparent,intersex grandparents,descriptor_noun
gender_and_sex,sex,intersex,(none),no_data,guy,guys,male,an intersex guy,intersex guys,descriptor_noun
gender_and_sex,sex,intersex,(none),no_data,husband,husbands,male,an intersex husband,intersex husbands,descriptor_noun
gender_and_sex,sex,intersex,(none),no_data,individual,individuals,neutral,an intersex individual,intersex individuals,descriptor_noun
gender_and_sex,sex,intersex,(none),no_data,kid,kids,neutral,an intersex kid,intersex kids,descriptor_noun
gender_and_sex,sex,intersex,(none),no_data,lady,ladies,female,an intersex lady,intersex ladies,descriptor_noun
gender_and_sex,sex,intersex,(none),no_data,man,men,male,an intersex man,intersex men,descriptor_noun
gender_and_sex,sex,intersex,(none),no_data,mom,moms,female,an intersex mom,intersex moms,descriptor_noun
gender_and_sex,sex,intersex,(none),no_data,mother,mothers,female,an intersex mother,intersex mothers,descriptor_noun
gender_and_sex,sex,intersex,(none),no_data,parent,parents,neutral,an intersex parent,intersex parents,descriptor_noun
gender_and_sex,sex,intersex,(none),no_data,person,people,neutral,an intersex person,intersex people,descriptor_noun
gender_and_sex,sex,intersex,(none),no_data,sibling,siblings,neutral,an intersex sibling,intersex siblings,descriptor_noun
gender_and_sex,sex,intersex,(none),no_data,sister,sisters,female,an intersex sister,intersex sisters,descriptor_noun
gender_and_sex,sex,intersex,(none),no_data,son,sons,male,an intersex son,intersex sons,descriptor_noun
gender_and_sex,sex,intersex,(none),no_data,spouse,spouses,neutral,an intersex spouse,intersex spouses,descriptor_noun
gender_and_sex,sex,intersex,(none),no_data,veteran,veterans,neutral,an intersex veteran,intersex veterans,descriptor_noun
gender_and_sex,sex,intersex,(none),no_data,wife,wives,female,an intersex wife,intersex wives,descriptor_noun
gender_and_sex,sex,intersex,(none),no_data,woman,women,female,an intersex woman,intersex women,descriptor_noun
gender_and_sex,sex,transsexual,(none),no_data,(none),(none),(none),transsexual,transsexual,descriptor
gender_and_sex,sex,transsexual,(none),no_data,boy,boys,male,a transsexual boy,transsexual boys,descriptor_noun
gender_and_sex,sex,transsexual,(none),no_data,bro,bros,male,a transsexual bro,transsexual bros,descriptor_noun
gender_and_sex,sex,transsexual,(none),no_data,brother,brothers,male,a transsexual brother,transsexual brothers,descriptor_noun
gender_and_sex,sex,transsexual,(none),no_data,child,children,neutral,a transsexual child,transsexual children,descriptor_noun
gender_and_sex,sex,transsexual,(none),no_data,dad,dads,male,a transsexual dad,transsexual dads,descriptor_noun
gender_and_sex,sex,transsexual,(none),no_data,daughter,daughters,female,a transsexual daughter,transsexual daughters,descriptor_noun
gender_and_sex,sex,transsexual,(none),no_data,father,fathers,male,a transsexual father,transsexual fathers,descriptor_noun
gender_and_sex,sex,transsexual,(none),no_data,girl,girls,female,a transsexual girl,transsexual girls,descriptor_noun
gender_and_sex,sex,transsexual,(none),no_data,grandfather,grandfathers,male,a transsexual grandfather,transsexual grandfathers,descriptor_noun
gender_and_sex,sex,transsexual,(none),no_data,grandma,grandmas,female,a transsexual grandma,transsexual grandmas,descriptor_noun
gender_and_sex,sex,transsexual,(none),no_data,grandmother,grandmothers,female,a transsexual grandmother,transsexual grandmothers,descriptor_noun
gender_and_sex,sex,transsexual,(none),no_data,grandpa,grandpas,male,a transsexual grandpa,transsexual grandpas,descriptor_noun
gender_and_sex,sex,transsexual,(none),no_data,grandparent,grandparents,neutral,a transsexual grandparent,transsexual grandparents,descriptor_noun
gender_and_sex,sex,transsexual,(none),no_data,guy,guys,male,a transsexual guy,transsexual guys,descriptor_noun
gender_and_sex,sex,transsexual,(none),no_data,husband,husbands,male,a transsexual husband,transsexual husbands,descriptor_noun
gender_and_sex,sex,transsexual,(none),no_data,individual,individuals,neutral,a transsexual individual,transsexual individuals,descriptor_noun
gender_and_sex,sex,transsexual,(none),no_data,kid,kids,neutral,a transsexual kid,transsexual kids,descriptor_noun
gender_and_sex,sex,transsexual,(none),no_data,lady,ladies,female,a transsexual lady,transsexual ladies,descriptor_noun
gender_and_sex,sex,transsexual,(none),no_data,man,men,male,a transsexual man,transsexual men,descriptor_noun
gender_and_sex,sex,transsexual,(none),no_data,mom,moms,female,a transsexual mom,transsexual moms,descriptor_noun
gender_and_sex,sex,transsexual,(none),no_data,mother,mothers,female,a transsexual mother,transsexual mothers,descriptor_noun
gender_and_sex,sex,transsexual,(none),no_data,parent,parents,neutral,a transsexual parent,transsexual parents,descriptor_noun
gender_and_sex,sex,transsexual,(none),no_data,person,people,neutral,a transsexual person,transsexual people,descriptor_noun
gender_and_sex,sex,transsexual,(none),no_data,sibling,siblings,neutral,a transsexual sibling,transsexual siblings,descriptor_noun
gender_and_sex,sex,transsexual,(none),no_data,sister,sisters,female,a transsexual sister,transsexual sisters,descriptor_noun
gender_and_sex,sex,transsexual,(none),no_data,son,sons,male,a transsexual son,transsexual sons,descriptor_noun
gender_and_sex,sex,transsexual,(none),no_data,spouse,spouses,neutral,a transsexual spouse,transsexual spouses,descriptor_noun
gender_and_sex,sex,transsexual,(none),no_data,veteran,veterans,neutral,a transsexual veteran,transsexual veterans,descriptor_noun
gender_and_sex,sex,transsexual,(none),no_data,wife,wives,female,a transsexual wife,transsexual wives,descriptor_noun
gender_and_sex,sex,transsexual,(none),no_data,woman,women,female,a transsexual woman,transsexual women,descriptor_noun
gender_and_sex,transgender,F2M,(none),no_data,(none),(none),(none),F2M,F2M,descriptor
gender_and_sex,transgender,F2M,(none),no_data,boy,boys,male,a F2M boy,F2M boys,descriptor_noun
gender_and_sex,transgender,F2M,(none),no_data,bro,bros,male,a F2M bro,F2M bros,descriptor_noun
gender_and_sex,transgender,F2M,(none),no_data,brother,brothers,male,a F2M brother,F2M brothers,descriptor_noun
gender_and_sex,transgender,F2M,(none),no_data,child,children,neutral,a F2M child,F2M children,descriptor_noun
gender_and_sex,transgender,F2M,(none),no_data,dad,dads,male,a F2M dad,F2M dads,descriptor_noun
gender_and_sex,transgender,F2M,(none),no_data,daughter,daughters,female,a F2M daughter,F2M daughters,descriptor_noun
gender_and_sex,transgender,F2M,(none),no_data,father,fathers,male,a F2M father,F2M fathers,descriptor_noun
gender_and_sex,transgender,F2M,(none),no_data,girl,girls,female,a F2M girl,F2M girls,descriptor_noun
gender_and_sex,transgender,F2M,(none),no_data,grandfather,grandfathers,male,a F2M grandfather,F2M grandfathers,descriptor_noun
gender_and_sex,transgender,F2M,(none),no_data,grandma,grandmas,female,a F2M grandma,F2M grandmas,descriptor_noun
gender_and_sex,transgender,F2M,(none),no_data,grandmother,grandmothers,female,a F2M grandmother,F2M grandmothers,descriptor_noun
gender_and_sex,transgender,F2M,(none),no_data,grandpa,grandpas,male,a F2M grandpa,F2M grandpas,descriptor_noun
gender_and_sex,transgender,F2M,(none),no_data,grandparent,grandparents,neutral,a F2M grandparent,F2M grandparents,descriptor_noun
gender_and_sex,transgender,F2M,(none),no_data,guy,guys,male,a F2M guy,F2M guys,descriptor_noun
gender_and_sex,transgender,F2M,(none),no_data,husband,husbands,male,a F2M husband,F2M husbands,descriptor_noun
gender_and_sex,transgender,F2M,(none),no_data,individual,individuals,neutral,a F2M individual,F2M individuals,descriptor_noun
gender_and_sex,transgender,F2M,(none),no_data,kid,kids,neutral,a F2M kid,F2M kids,descriptor_noun
gender_and_sex,transgender,F2M,(none),no_data,lady,ladies,female,a F2M lady,F2M ladies,descriptor_noun
gender_and_sex,transgender,F2M,(none),no_data,man,men,male,a F2M man,F2M men,descriptor_noun
gender_and_sex,transgender,F2M,(none),no_data,mom,moms,female,a F2M mom,F2M moms,descriptor_noun
gender_and_sex,transgender,F2M,(none),no_data,mother,mothers,female,a F2M mother,F2M mothers,descriptor_noun
gender_and_sex,transgender,F2M,(none),no_data,parent,parents,neutral,a F2M parent,F2M parents,descriptor_noun
gender_and_sex,transgender,F2M,(none),no_data,person,people,neutral,a F2M person,F2M people,descriptor_noun
gender_and_sex,transgender,F2M,(none),no_data,sibling,siblings,neutral,a F2M sibling,F2M siblings,descriptor_noun
gender_and_sex,transgender,F2M,(none),no_data,sister,sisters,female,a F2M sister,F2M sisters,descriptor_noun
gender_and_sex,transgender,F2M,(none),no_data,son,sons,male,a F2M son,F2M sons,descriptor_noun
gender_and_sex,transgender,F2M,(none),no_data,spouse,spouses,neutral,a F2M spouse,F2M spouses,descriptor_noun
gender_and_sex,transgender,F2M,(none),no_data,veteran,veterans,neutral,a F2M veteran,F2M veterans,descriptor_noun
gender_and_sex,transgender,F2M,(none),no_data,wife,wives,female,a F2M wife,F2M wives,descriptor_noun
gender_and_sex,transgender,F2M,(none),no_data,woman,women,female,a F2M woman,F2M women,descriptor_noun
gender_and_sex,transgender,FTM,(none),no_data,(none),(none),(none),FTM,FTM,descriptor
gender_and_sex,transgender,FTM,(none),no_data,boy,boys,male,a FTM boy,FTM boys,descriptor_noun
gender_and_sex,transgender,FTM,(none),no_data,bro,bros,male,a FTM bro,FTM bros,descriptor_noun
gender_and_sex,transgender,FTM,(none),no_data,brother,brothers,male,a FTM brother,FTM brothers,descriptor_noun
gender_and_sex,transgender,FTM,(none),no_data,child,children,neutral,a FTM child,FTM children,descriptor_noun
gender_and_sex,transgender,FTM,(none),no_data,dad,dads,male,a FTM dad,FTM dads,descriptor_noun
gender_and_sex,transgender,FTM,(none),no_data,daughter,daughters,female,a FTM daughter,FTM daughters,descriptor_noun
gender_and_sex,transgender,FTM,(none),no_data,father,fathers,male,a FTM father,FTM fathers,descriptor_noun
gender_and_sex,transgender,FTM,(none),no_data,girl,girls,female,a FTM girl,FTM girls,descriptor_noun
gender_and_sex,transgender,FTM,(none),no_data,grandfather,grandfathers,male,a FTM grandfather,FTM grandfathers,descriptor_noun
gender_and_sex,transgender,FTM,(none),no_data,grandma,grandmas,female,a FTM grandma,FTM grandmas,descriptor_noun
gender_and_sex,transgender,FTM,(none),no_data,grandmother,grandmothers,female,a FTM grandmother,FTM grandmothers,descriptor_noun
gender_and_sex,transgender,FTM,(none),no_data,grandpa,grandpas,male,a FTM grandpa,FTM grandpas,descriptor_noun
gender_and_sex,transgender,FTM,(none),no_data,grandparent,grandparents,neutral,a FTM grandparent,FTM grandparents,descriptor_noun
gender_and_sex,transgender,FTM,(none),no_data,guy,guys,male,a FTM guy,FTM guys,descriptor_noun
gender_and_sex,transgender,FTM,(none),no_data,husband,husbands,male,a FTM husband,FTM husbands,descriptor_noun
gender_and_sex,transgender,FTM,(none),no_data,individual,individuals,neutral,a FTM individual,FTM individuals,descriptor_noun
gender_and_sex,transgender,FTM,(none),no_data,kid,kids,neutral,a FTM kid,FTM kids,descriptor_noun
gender_and_sex,transgender,FTM,(none),no_data,lady,ladies,female,a FTM lady,FTM ladies,descriptor_noun
gender_and_sex,transgender,FTM,(none),no_data,man,men,male,a FTM man,FTM men,descriptor_noun
gender_and_sex,transgender,FTM,(none),no_data,mom,moms,female,a FTM mom,FTM moms,descriptor_noun
gender_and_sex,transgender,FTM,(none),no_data,mother,mothers,female,a FTM mother,FTM mothers,descriptor_noun
gender_and_sex,transgender,FTM,(none),no_data,parent,parents,neutral,a FTM parent,FTM parents,descriptor_noun
gender_and_sex,transgender,FTM,(none),no_data,person,people,neutral,a FTM person,FTM people,descriptor_noun
gender_and_sex,transgender,FTM,(none),no_data,sibling,siblings,neutral,a FTM sibling,FTM siblings,descriptor_noun
gender_and_sex,transgender,FTM,(none),no_data,sister,sisters,female,a FTM sister,FTM sisters,descriptor_noun
gender_and_sex,transgender,FTM,(none),no_data,son,sons,male,a FTM son,FTM sons,descriptor_noun
gender_and_sex,transgender,FTM,(none),no_data,spouse,spouses,neutral,a FTM spouse,FTM spouses,descriptor_noun
gender_and_sex,transgender,FTM,(none),no_data,veteran,veterans,neutral,a FTM veteran,FTM veterans,descriptor_noun
gender_and_sex,transgender,FTM,(none),no_data,wife,wives,female,a FTM wife,FTM wives,descriptor_noun
gender_and_sex,transgender,FTM,(none),no_data,woman,women,female,a FTM woman,FTM women,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,(none),(none),(none),M2F,M2F,descriptor
gender_and_sex,transgender,M2F,(none),no_data,boy,boys,male,a M2F boy,M2F boys,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,bro,bros,male,a M2F bro,M2F bros,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,brother,brothers,male,a M2F brother,M2F brothers,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,child,children,neutral,a M2F child,M2F children,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,dad,dads,male,a M2F dad,M2F dads,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,daughter,daughters,female,a M2F daughter,M2F daughters,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,father,fathers,male,a M2F father,M2F fathers,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,girl,girls,female,a M2F girl,M2F girls,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,grandfather,grandfathers,male,a M2F grandfather,M2F grandfathers,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,grandma,grandmas,female,a M2F grandma,M2F grandmas,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,grandmother,grandmothers,female,a M2F grandmother,M2F grandmothers,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,grandpa,grandpas,male,a M2F grandpa,M2F grandpas,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,grandparent,grandparents,neutral,a M2F grandparent,M2F grandparents,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,guy,guys,male,a M2F guy,M2F guys,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,husband,husbands,male,a M2F husband,M2F husbands,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,individual,individuals,neutral,a M2F individual,M2F individuals,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,kid,kids,neutral,a M2F kid,M2F kids,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,lady,ladies,female,a M2F lady,M2F ladies,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,man,men,male,a M2F man,M2F men,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,mom,moms,female,a M2F mom,M2F moms,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,mother,mothers,female,a M2F mother,M2F mothers,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,parent,parents,neutral,a M2F parent,M2F parents,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,person,people,neutral,a M2F person,M2F people,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,sibling,siblings,neutral,a M2F sibling,M2F siblings,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,sister,sisters,female,a M2F sister,M2F sisters,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,son,sons,male,a M2F son,M2F sons,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,spouse,spouses,neutral,a M2F spouse,M2F spouses,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,veteran,veterans,neutral,a M2F veteran,M2F veterans,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,wife,wives,female,a M2F wife,M2F wives,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,woman,women,female,a M2F woman,M2F women,descriptor_noun
gender_and_sex,transgender,MTF,(none),no_data,(none),(none),(none),MTF,MTF,descriptor
gender_and_sex,transgender,MTF,(none),no_data,boy,boys,male,a MTF boy,MTF boys,descriptor_noun
gender_and_sex,transgender,MTF,(none),no_data,bro,bros,male,a MTF bro,MTF bros,descriptor_noun
gender_and_sex,transgender,MTF,(none),no_data,brother,brothers,male,a MTF brother,MTF brothers,descriptor_noun
gender_and_sex,transgender,MTF,(none),no_data,child,children,neutral,a MTF child,MTF children,descriptor_noun
gender_and_sex,transgender,MTF,(none),no_data,dad,dads,male,a MTF dad,MTF dads,descriptor_noun
gender_and_sex,transgender,MTF,(none),no_data,daughter,daughters,female,a MTF daughter,MTF daughters,descriptor_noun
gender_and_sex,transgender,MTF,(none),no_data,father,fathers,male,a MTF father,MTF fathers,descriptor_noun
gender_and_sex,transgender,MTF,(none),no_data,girl,girls,female,a MTF girl,MTF girls,descriptor_noun
gender_and_sex,transgender,MTF,(none),no_data,grandfather,grandfathers,male,a MTF grandfather,MTF grandfathers,descriptor_noun
gender_and_sex,transgender,MTF,(none),no_data,grandma,grandmas,female,a MTF grandma,MTF grandmas,descriptor_noun
gender_and_sex,transgender,MTF,(none),no_data,grandmother,grandmothers,female,a MTF grandmother,MTF grandmothers,descriptor_noun
gender_and_sex,transgender,MTF,(none),no_data,grandpa,grandpas,male,a MTF grandpa,MTF grandpas,descriptor_noun
gender_and_sex,transgender,MTF,(none),no_data,grandparent,grandparents,neutral,a MTF grandparent,MTF grandparents,descriptor_noun
gender_and_sex,transgender,MTF,(none),no_data,guy,guys,male,a MTF guy,MTF guys,descriptor_noun
gender_and_sex,transgender,MTF,(none),no_data,husband,husbands,male,a MTF husband,MTF husbands,descriptor_noun
gender_and_sex,transgender,MTF,(none),no_data,individual,individuals,neutral,a MTF individual,MTF individuals,descriptor_noun
gender_and_sex,transgender,MTF,(none),no_data,kid,kids,neutral,a MTF kid,MTF kids,descriptor_noun
gender_and_sex,transgender,MTF,(none),no_data,lady,ladies,female,a MTF lady,MTF ladies,descriptor_noun
gender_and_sex,transgender,MTF,(none),no_data,man,men,male,a MTF man,MTF men,descriptor_noun
gender_and_sex,transgender,MTF,(none),no_data,mom,moms,female,a MTF mom,MTF moms,descriptor_noun
gender_and_sex,transgender,MTF,(none),no_data,mother,mothers,female,a MTF mother,MTF mothers,descriptor_noun
gender_and_sex,transgender,MTF,(none),no_data,parent,parents,neutral,a MTF parent,MTF parents,descriptor_noun
gender_and_sex,transgender,MTF,(none),no_data,person,people,neutral,a MTF person,MTF people,descriptor_noun
gender_and_sex,transgender,MTF,(none),no_data,sibling,siblings,neutral,a MTF sibling,MTF siblings,descriptor_noun
gender_and_sex,transgender,MTF,(none),no_data,sister,sisters,female,a MTF sister,MTF sisters,descriptor_noun
gender_and_sex,transgender,MTF,(none),no_data,son,sons,male,a MTF son,MTF sons,descriptor_noun
gender_and_sex,transgender,MTF,(none),no_data,spouse,spouses,neutral,a MTF spouse,MTF spouses,descriptor_noun
gender_and_sex,transgender,MTF,(none),no_data,veteran,veterans,neutral,a MTF veteran,MTF veterans,descriptor_noun
gender_and_sex,transgender,MTF,(none),no_data,wife,wives,female,a MTF wife,MTF wives,descriptor_noun
gender_and_sex,transgender,MTF,(none),no_data,woman,women,female,a MTF woman,MTF women,descriptor_noun
gender_and_sex,transgender,trans,(none),no_data,(none),(none),(none),trans,trans,descriptor
gender_and_sex,transgender,trans,(none),no_data,boy,boys,male,a trans boy,trans boys,descriptor_noun
gender_and_sex,transgender,trans,(none),no_data,bro,bros,male,a trans bro,trans bros,descriptor_noun
gender_and_sex,transgender,trans,(none),no_data,brother,brothers,male,a trans brother,trans brothers,descriptor_noun
gender_and_sex,transgender,trans,(none),no_data,child,children,neutral,a trans child,trans children,descriptor_noun
gender_and_sex,transgender,trans,(none),no_data,dad,dads,male,a trans dad,trans dads,descriptor_noun
gender_and_sex,transgender,trans,(none),no_data,daughter,daughters,female,a trans daughter,trans daughters,descriptor_noun
gender_and_sex,transgender,trans,(none),no_data,father,fathers,male,a trans father,trans fathers,descriptor_noun
gender_and_sex,transgender,trans,(none),no_data,girl,girls,female,a trans girl,trans girls,descriptor_noun
gender_and_sex,transgender,trans,(none),no_data,grandfather,grandfathers,male,a trans grandfather,trans grandfathers,descriptor_noun
gender_and_sex,transgender,trans,(none),no_data,grandma,grandmas,female,a trans grandma,trans grandmas,descriptor_noun
gender_and_sex,transgender,trans,(none),no_data,grandmother,grandmothers,female,a trans grandmother,trans grandmothers,descriptor_noun
gender_and_sex,transgender,trans,(none),no_data,grandpa,grandpas,male,a trans grandpa,trans grandpas,descriptor_noun
gender_and_sex,transgender,trans,(none),no_data,grandparent,grandparents,neutral,a trans grandparent,trans grandparents,descriptor_noun
gender_and_sex,transgender,trans,(none),no_data,guy,guys,male,a trans guy,trans guys,descriptor_noun
gender_and_sex,transgender,trans,(none),no_data,husband,husbands,male,a trans husband,trans husbands,descriptor_noun
gender_and_sex,transgender,trans,(none),no_data,individual,individuals,neutral,a trans individual,trans individuals,descriptor_noun
gender_and_sex,transgender,trans,(none),no_data,kid,kids,neutral,a trans kid,trans kids,descriptor_noun
gender_and_sex,transgender,trans,(none),no_data,lady,ladies,female,a trans lady,trans ladies,descriptor_noun
gender_and_sex,transgender,trans,(none),no_data,man,men,male,a trans man,trans men,descriptor_noun
gender_and_sex,transgender,trans,(none),no_data,mom,moms,female,a trans mom,trans moms,descriptor_noun
gender_and_sex,transgender,trans,(none),no_data,mother,mothers,female,a trans mother,trans mothers,descriptor_noun
gender_and_sex,transgender,trans,(none),no_data,parent,parents,neutral,a trans parent,trans parents,descriptor_noun
gender_and_sex,transgender,trans,(none),no_data,person,people,neutral,a trans person,trans people,descriptor_noun
gender_and_sex,transgender,trans,(none),no_data,sibling,siblings,neutral,a trans sibling,trans siblings,descriptor_noun
gender_and_sex,transgender,trans,(none),no_data,sister,sisters,female,a trans sister,trans sisters,descriptor_noun
gender_and_sex,transgender,trans,(none),no_data,son,sons,male,a trans son,trans sons,descriptor_noun
gender_and_sex,transgender,trans,(none),no_data,spouse,spouses,neutral,a trans spouse,trans spouses,descriptor_noun
gender_and_sex,transgender,trans,(none),no_data,veteran,veterans,neutral,a trans veteran,trans veterans,descriptor_noun
gender_and_sex,transgender,trans,(none),no_data,wife,wives,female,a trans wife,trans wives,descriptor_noun
gender_and_sex,transgender,trans,(none),no_data,woman,women,female,a trans woman,trans women,descriptor_noun
gender_and_sex,transgender,trans fem,(none),no_data,(none),(none),(none),trans fem,trans fem,descriptor
gender_and_sex,transgender,trans fem,(none),no_data,boy,boys,male,a trans fem boy,trans fem boys,descriptor_noun
gender_and_sex,transgender,trans fem,(none),no_data,bro,bros,male,a trans fem bro,trans fem bros,descriptor_noun
gender_and_sex,transgender,trans fem,(none),no_data,brother,brothers,male,a trans fem brother,trans fem brothers,descriptor_noun
gender_and_sex,transgender,trans fem,(none),no_data,child,children,neutral,a trans fem child,trans fem children,descriptor_noun
gender_and_sex,transgender,trans fem,(none),no_data,dad,dads,male,a trans fem dad,trans fem dads,descriptor_noun
gender_and_sex,transgender,trans fem,(none),no_data,daughter,daughters,female,a trans fem daughter,trans fem daughters,descriptor_noun
gender_and_sex,transgender,trans fem,(none),no_data,father,fathers,male,a trans fem father,trans fem fathers,descriptor_noun
gender_and_sex,transgender,trans fem,(none),no_data,girl,girls,female,a trans fem girl,trans fem girls,descriptor_noun
gender_and_sex,transgender,trans fem,(none),no_data,grandfather,grandfathers,male,a trans fem grandfather,trans fem grandfathers,descriptor_noun
gender_and_sex,transgender,trans fem,(none),no_data,grandma,grandmas,female,a trans fem grandma,trans fem grandmas,descriptor_noun
gender_and_sex,transgender,trans fem,(none),no_data,grandmother,grandmothers,female,a trans fem grandmother,trans fem grandmothers,descriptor_noun
gender_and_sex,transgender,trans fem,(none),no_data,grandpa,grandpas,male,a trans fem grandpa,trans fem grandpas,descriptor_noun
gender_and_sex,transgender,trans fem,(none),no_data,grandparent,grandparents,neutral,a trans fem grandparent,trans fem grandparents,descriptor_noun
gender_and_sex,transgender,trans fem,(none),no_data,guy,guys,male,a trans fem guy,trans fem guys,descriptor_noun
gender_and_sex,transgender,trans fem,(none),no_data,husband,husbands,male,a trans fem husband,trans fem husbands,descriptor_noun
gender_and_sex,transgender,trans fem,(none),no_data,individual,individuals,neutral,a trans fem individual,trans fem individuals,descriptor_noun
